466;naval_base;1611.00;9.53;2021.00;-2.71;9092
466;bunker;1652.00;10.10;1972.00;0.82;0
466;coastal_bunker;1594.00;9.50;1971.00;-1.86;0
466;coastal_bunker;1719.00;9.65;1966.00;-4.02;0
44;floating_harbor;5547.00;9.50;15.00;0.79;15310
94;floating_harbor;2952.00;9.50;1850.00;0.00;21
113;floating_harbor;2726.00;9.50;1576.00;-2.55;11293
116;floating_harbor;3015.95;9.50;1428.05;-2.36;628
118;floating_harbor;2710.87;9.50;1245.74;-3.61;4135
126;floating_harbor;2827.26;9.50;1550.87;-2.03;11374
133;floating_harbor;2728.00;9.50;1643.00;1.57;6395
145;floating_harbor;3127.88;9.50;1749.82;-0.59;9228
158;floating_harbor;2946.86;9.50;1403.63;-1.77;14637
178;floating_harbor;2541.00;9.50;1113.00;1.57;13071
184;floating_harbor;3193.82;9.50;1334.12;-2.16;9930
189;floating_harbor;3127.07;9.50;1642.01;-4.57;6314
278;floating_harbor;1897.95;9.50;295.95;-0.79;15258
281;floating_harbor;3940.60;9.50;746.99;0.06;4967
297;floating_harbor;2952.04;9.50;693.23;-4.60;5036
298;floating_harbor;2628.14;9.50;751.63;-4.51;7959
299;floating_harbor;1886.63;9.50;86.47;0.67;12960
308;floating_harbor;1848.00;9.50;1138.00;-3.14;4450
310;floating_harbor;1988.95;9.50;955.95;-0.79;12885
311;floating_harbor;1434.00;9.50;1146.00;-1.57;2077
321;floating_harbor;3951.00;9.50;894.00;1.57;1273
326;floating_harbor;4590.13;9.50;1004.74;-2.68;10062
327;floating_harbor;4659.00;9.50;887.00;1.42;14711
337;floating_harbor;2704.21;9.50;1795.64;-0.32;13003
338;floating_harbor;2763.21;9.50;1552.30;-4.47;3369
360;floating_harbor;1647.00;9.50;1506.00;-2.71;6845
413;floating_harbor;3573.00;9.50;1139.00;-3.14;5005
466;schools;1615.00;9.75;1950.00;0.72;0
466;supply_node;1632.00;9.80;1958.00;5.48;0
478;floating_harbor;1154.47;9.50;1212.70;-4.05;12873
488;floating_harbor;1876.64;9.50;1007.15;-0.94;1981
540;floating_harbor;3009.03;9.50;484.30;-4.61;13829
592;floating_harbor;4581.95;9.50;1014.05;-2.36;1047
631;floating_harbor;4917.00;9.50;1248.00;0.00;1136
632;floating_harbor;5411.95;9.50;968.95;-0.79;13047
638;floating_harbor;5086.00;9.50;847.00;-2.07;12140
645;floating_harbor;5020.00;9.50;1039.00;-3.56;13025
648;floating_harbor;5240.00;9.50;1023.00;-2.16;13026
649;floating_harbor;1372.00;9.50;836.00;1.57;5023
656;floating_harbor;3562.83;9.50;1137.52;-1.35;8085
679;floating_harbor;3399.14;9.50;1033.63;-4.51;2033
687;floating_harbor;1918.50;9.50;969.60;-1.19;4982
692;floating_harbor;1851.00;9.50;1087.00;0.00;379
694;floating_harbor;1851.88;9.50;1119.18;-2.55;9377
695;floating_harbor;1708.21;9.50;1071.70;1.33;153
696;floating_harbor;1842.00;9.50;1396.00;-2.32;13010
697;floating_harbor;2532.00;9.50;1191.00;1.57;3118
698;floating_harbor;2414.70;9.50;1279.96;-1.87;1751
699;floating_harbor;2621.52;9.50;1120.38;0.69;8111
701;floating_harbor;2513.00;9.50;868.00;1.44;4989
702;floating_harbor;2402.05;9.50;928.95;0.79;13014
703;floating_harbor;2575.00;9.50;572.00;-1.57;13013
704;floating_harbor;2725.13;9.50;386.74;-2.68;13016
705;floating_harbor;2906.00;9.50;682.00;0.10;13015
706;floating_harbor;3669.00;9.50;304.00;-3.14;13017
707;floating_harbor;3704.05;9.50;323.05;-3.93;13018
708;floating_harbor;3515.94;9.50;440.29;-2.13;13072
709;floating_harbor;3683.00;9.50;586.00;0.00;2188
710;floating_harbor;3967.00;9.50;499.00;-3.25;13019
711;floating_harbor;4465.00;9.50;481.00;-1.57;13005
712;floating_harbor;4312.95;9.50;407.05;-2.36;13002
713;floating_harbor;3985.00;9.50;41.00;-0.46;2165
720;floating_harbor;2218.17;9.50;38.52;1.35;10995
722;floating_harbor;3302.01;9.50;1989.73;-0.61;9140
725;floating_harbor;5411.00;9.50;649.00;0.00;13038
729;floating_harbor;4581.82;9.50;1006.12;-2.16;4189
730;floating_harbor;1813.05;9.50;1671.95;0.79;4360
734;floating_harbor;5390.00;9.50;475.00;1.57;7390
735;floating_harbor;2925.64;9.50;1389.79;-1.89;13583
738;floating_harbor;4881.59;9.50;566.99;0.06;4579
744;floating_harbor;3047.00;9.50;1626.00;-1.46;6361
751;floating_harbor;4426.00;9.50;659.00;-3.14;12299
768;floating_harbor;850.00;9.50;1496.00;-4.53;13285
769;floating_harbor;954.05;9.50;1424.05;-3.93;13280
775;floating_harbor;2948.50;9.50;1595.60;1.19;9347
784;floating_harbor;2852.87;9.50;1269.26;0.46;3959
809;floating_harbor;4865.12;9.50;1377.18;-3.73;957
829;floating_harbor;2546.21;9.50;851.30;-4.47;12834
839;floating_harbor;2542.30;9.50;913.99;-4.42;5034
841;floating_harbor;4406.87;9.50;833.74;-3.61;1353
885;floating_harbor;2729.00;9.50;1543.00;-4.40;6378
900;floating_harbor;1836.00;9.50;1048.00;-3.58;11106
901;floating_harbor;1866.36;9.50;1082.21;1.25;11350
902;floating_harbor;1859.95;9.50;1096.95;-0.79;13009
903;floating_harbor;1848.00;9.50;1124.00;0.00;7123
904;floating_harbor;1826.95;9.50;1167.95;-0.79;13084
907;floating_harbor;1837.00;9.50;1145.00;-1.57;13420
909;floating_harbor;3613.06;9.50;890.31;-2.84;13079
910;floating_harbor;3468.03;9.50;907.37;-4.62;1920
916;floating_harbor;3565.59;9.50;1140.65;-1.91;2089
917;floating_harbor;3459.00;9.50;926.00;1.57;13431
922;floating_harbor;3340.00;9.50;1103.00;-3.52;13471
925;floating_harbor;3654.50;9.50;844.40;-1.95;8000
931;floating_harbor;3957.27;9.50;881.08;-4.43;12208
948;floating_harbor;1693.88;9.50;1565.18;-2.55;11830
951;floating_harbor;1708.97;9.50;1599.30;-1.67;3712
981;floating_harbor;1634.00;9.50;1184.00;-3.14;13618
1008;floating_harbor;2640.18;9.50;1135.88;0.98;12857
1027;floating_harbor;3002.17;9.50;323.48;-4.49;13689
1156;floating_harbor;2544.40;9.50;1021.00;0.54;10875
1215;floating_harbor;5130.50;9.50;121.60;-1.19;4673
1240;floating_harbor;3359.74;9.50;1224.13;1.11;1108
1246;floating_harbor;3340.00;9.50;1103.00;-3.52;4115
1248;floating_harbor;3342.00;9.50;1175.00;0.00;14453
1252;floating_harbor;1834.60;9.50;1034.00;-0.54;10823
1253;floating_harbor;1689.11;9.50;1023.25;1.39;5088
1256;floating_harbor;1792.01;9.50;1037.93;0.14;10761
1263;floating_harbor;5547.00;9.50;15.00;1.16;15308
1322;floating_harbor;2790.00;9.50;1758.00;0.00;6196
1327;floating_harbor;3022.05;9.50;1254.95;0.79;14434
1328;floating_harbor;3338.37;9.50;1244.47;-0.67;7193
1329;floating_harbor;1861.00;9.50;1104.00;-1.57;177
1336;floating_harbor;3688.13;9.50;1081.26;-0.46;13468
1348;floating_harbor;4219.46;9.50;1022.45;-2.78;11929
1352;floating_harbor;2656.36;9.50;1576.79;-4.39;11334
1353;floating_harbor;2660.87;9.50;1579.26;0.46;6289
1355;floating_harbor;2694.37;9.50;1635.47;-0.67;337
1357;floating_harbor;2737.00;9.50;1610.00;-1.34;3359
1359;floating_harbor;3328.37;9.50;1971.86;-0.20;3134
1367;floating_harbor;3347.80;9.50;1199.60;0.64;1065
1375;floating_harbor;2744.00;9.50;1529.00;-1.57;540
1377;floating_harbor;2928.95;9.50;1389.05;-2.36;14476
1418;floating_harbor;1198.79;9.50;1153.36;-3.46;8032
1420;floating_harbor;1176.05;9.50;1168.05;-3.93;14494
1449;floating_harbor;3362.05;9.50;1233.05;-3.93;1088
1451;floating_harbor;4373.00;9.50;722.00;-3.14;14702
1452;floating_harbor;4367.00;9.50;724.00;1.57;12215
1462;floating_harbor;4738.05;9.50;761.05;-3.93;10300
1482;floating_harbor;2020.07;9.50;916.83;-0.81;14769
1484;floating_harbor;2160.21;9.50;828.64;-0.32;2228
1485;floating_harbor;2232.38;9.50;688.52;-2.27;8143
1488;floating_harbor;2128.40;9.50;490.50;-3.52;10980
1491;floating_harbor;2267.90;9.50;738.85;-1.74;5168
1492;floating_harbor;2267.90;9.50;759.15;-1.41;2227
1511;floating_harbor;1893.95;9.50;298.95;-0.79;14946
1520;floating_harbor;1680.74;9.50;268.13;1.11;14822
1523;floating_harbor;1680.00;9.50;228.00;1.57;5121
1524;floating_harbor;1681.00;9.50;221.00;1.57;14814
1530;floating_harbor;1689.95;9.50;180.95;-0.79;14889
